Customer,Cashier,Created,ArrivedQueue,ArrivedCashier,Left,PeopleBefore
0,1,1686286972206,1686286972214,1686286972214,1686286972214,0
1,1,1686286972206,1686286972222,1686286972222,1686286972225,0
2,2,1686286972206,1686286972225,1686286972225,1686286972229,0
3,3,1686286972206,1686286972229,1686286972229,1686286972229,0
5,1,1686286972206,1686286972237,1686286972237,1686286972237,0
4,2,1686286972206,1686286972237,1686286972237,1686286972239,0
7,3,1686286972206,1686286972247,1686286972247,1686286972249,0
6,0,1686286972206,1686286972246,1686286972246,1686286972250,0
8,0,1686286972206,1686286972252,1686286972252,1686286972253,0
9,1,1686286972206,1686286972258,1686286972258,1686286972260,0
10,3,1686286972206,1686286972264,1686286972264,1686286972268,0
11,2,1686286972206,1686286972268,1686286972268,1686286972273,0
12,1,1686286972206,1686286972276,1686286972276,1686286972282,0
13,0,1686286972206,1686286972285,1686286972285,1686286972288,0
14,0,1686286972206,1686286972287,1686286972288,1686286972292,0
15,1,1686286972206,1686286972293,1686286972293,1686286972296,0
16,1,1686286972206,1686286972300,1686286972300,1686286972305,0
17,1,1686286972206,1686286972305,1686286972305,1686286972311,0
18,3,1686286972206,1686286972314,1686286972314,1686286972315,0
19,3,1686286972206,1686286972317,1686286972317,1686286972318,0
20,1,1686286972206,1686286972318,1686286972318,1686286972319,0
21,0,1686286972206,1686286972328,1686286972328,1686286972329,0
22,1,1686286972206,1686286972336,1686286972336,1686286972336,0
23,2,1686286972206,1686286972345,1686286972345,1686286972350,0
24,2,1686286972206,1686286972346,1686286972350,1686286972351,0
26,2,1686286972206,1686286972355,1686286972355,1686286972355,0
25,1,1686286972206,1686286972352,1686286972352,1686286972356,0
27,1,1686286972206,1686286972363,1686286972363,1686286972363,0
28,2,1686286972206,1686286972372,1686286972372,1686286972373,0
29,0,1686286972206,1686286972373,1686286972373,1686286972373,0
30,2,1686286972206,1686286972376,1686286972376,1686286972381,0
31,0,1686286972206,1686286972380,1686286972380,1686286972385,0
32,0,1686286972206,1686286972388,1686286972388,1686286972388,0
34,2,1686286972206,1686286972399,1686286972399,1686286972401,0
33,1,1686286972206,1686286972397,1686286972397,1686286972401,0
37,1,1686286972206,1686286972403,1686286972403,1686286972406,0
35,0,1686286972206,1686286972401,1686286972402,1686286972407,0
38,3,1686286972206,1686286972405,1686286972405,1686286972409,0
36,0,1686286972206,1686286972403,1686286972407,1686286972411,0
39,0,1686286972206,1686286972414,1686286972414,1686286972419,0
40,0,1686286972206,1686286972414,1686286972419,1686286972421,0
41,2,1686286972206,1686286972422,1686286972422,1686286972424,0
42,1,1686286972206,1686286972428,1686286972428,1686286972430,0
43,1,1686286972206,1686286972429,1686286972430,1686286972434,0
44,0,1686286972206,1686286972434,1686286972434,1686286972435,0
45,1,1686286972206,1686286972441,1686286972441,1686286972443,0
46,1,1686286972206,1686286972451,1686286972451,1686286972456,0
47,2,1686286972206,1686286972461,1686286972461,1686286972466,0
48,3,1686286972206,1686286972464,1686286972464,1686286972467,0
50,0,1686286972206,1686286972467,1686286972467,1686286972468,0
49,2,1686286972206,1686286972464,1686286972466,1686286972469,0
51,0,1686286972206,1686286972470,1686286972470,1686286972473,0
52,1,1686286972206,1686286972478,1686286972478,1686286972478,0
53,1,1686286972206,1686286972479,1686286972479,1686286972480,0
56,1,1686286972206,1686286972481,1686286972481,1686286972483,0
57,2,1686286972206,1686286972483,1686286972483,1686286972485,0
54,0,1686286972206,1686286972481,1686286972481,1686286972486,0
58,2,1686286972206,1686286972488,1686286972488,1686286972488,0
55,0,1686286972206,1686286972481,1686286972487,1686286972491,0
60,1,1686286972206,1686286972489,1686286972489,1686286972492,0
59,0,1686286972206,1686286972488,1686286972491,1686286972495,0
61,0,1686286972206,1686286972494,1686286972495,1686286972497,0
62,3,1686286972206,1686286972496,1686286972496,1686286972497,0
63,1,1686286972206,1686286972500,1686286972500,1686286972500,0
64,0,1686286972206,1686286972502,1686286972502,1686286972504,0
65,0,1686286972206,1686286972502,1686286972504,1686286972504,0
68,0,1686286972206,1686286972508,1686286972508,1686286972511,0
69,0,1686286972206,1686286972508,1686286972511,1686286972511,0
66,3,1686286972206,1686286972506,1686286972506,1686286972511,0
67,3,1686286972206,1686286972508,1686286972511,1686286972511,0
70,2,1686286972206,1686286972511,1686286972511,1686286972516,0
71,1,1686286972206,1686286972517,1686286972517,1686286972520,0
72,1,1686286972206,1686286972525,1686286972525,1686286972528,0
73,2,1686286972206,1686286972529,1686286972529,1686286972531,0
77,2,1686286972206,1686286972532,1686286972532,1686286972536,0
75,0,1686286972206,1686286972531,1686286972531,1686286972536,0
74,3,1686286972206,1686286972531,1686286972531,1686286972536,0
76,1,1686286972206,1686286972532,1686286972532,1686286972537,0
78,1,1686286972206,1686286972537,1686286972537,1686286972537,0
79,0,1686286972206,1686286972544,1686286972544,1686286972547,0
80,1,1686286972206,1686286972544,1686286972544,1686286972548,0
81,3,1686286972206,1686286972551,1686286972551,1686286972555,0
82,1,1686286972206,1686286972557,1686286972557,1686286972560,0
83,0,1686286972206,1686286972557,1686286972557,1686286972562,0
84,0,1686286972206,1686286972563,1686286972563,1686286972564,0
85,3,1686286972206,1686286972570,1686286972570,1686286972570,0
86,2,1686286972206,1686286972572,1686286972572,1686286972573,0
87,3,1686286972206,1686286972579,1686286972579,1686286972585,0
88,3,1686286972206,1686286972587,1686286972587,1686286972588,0
89,0,1686286972206,1686286972595,1686286972595,1686286972596,0
91,1,1686286972206,1686286972605,1686286972605,1686286972605,0
90,0,1686286972206,1686286972601,1686286972601,1686286972606,0
92,2,1686286972206,1686286972615,1686286972615,1686286972621,0
93,3,1686286972206,1686286972625,1686286972625,1686286972629,0
95,0,1686286972206,1686286972637,1686286972637,1686286972638,0
96,1,1686286972206,1686286972639,1686286972639,1686286972639,0
94,3,1686286972206,1686286972634,1686286972634,1686286972640,0
97,2,1686286972206,1686286972644,1686286972644,1686286972646,0
98,2,1686286972206,1686286972649,1686286972649,1686286972654,0
