Customer,Cashier,Created,ArrivedQueue,ArrivedCashier,Left,PeopleBefore
1,0,1686211098499,1686211098501,1686211098501,1686211098505,0
4,2,1686211098499,1686211098509,1686211098509,1686211098525,0
2,3,1686211098499,1686211098504,1686211098504,1686211098539,0
0,1,1686211098499,1686211098501,1686211098501,1686211098551,0
3,1,1686211098499,1686211098507,1686211098551,1686211098559,0
5,2,1686211098499,1686211098510,1686211098525,1686211098560,0
11,1,1686211098499,1686211098522,1686211098559,1686211098576,1
6,0,1686211098499,1686211098512,1686211098512,1686211098592,0
9,2,1686211098499,1686211098518,1686211098560,1686211098597,1
8,3,1686211098499,1686211098518,1686211098539,1686211098602,0
7,0,1686211098499,1686211098514,1686211098592,1686211098617,0
14,1,1686211098499,1686211098528,1686211098576,1686211098665,2
12,2,1686211098499,1686211098525,1686211098597,1686211098667,1
13,3,1686211098499,1686211098526,1686211098602,1686211098683,1
17,2,1686211098499,1686211098530,1686211098667,1686211098701,2
10,0,1686211098499,1686211098520,1686211098617,1686211098714,1
16,0,1686211098499,1686211098528,1686211098714,1686211098723,2
15,3,1686211098499,1686211098528,1686211098683,1686211098732,2
21,3,1686211098499,1686211098539,1686211098732,1686211098734,3
20,1,1686211098499,1686211098536,1686211098665,1686211098748,3
19,0,1686211098499,1686211098532,1686211098723,1686211098752,3
22,3,1686211098499,1686211098540,1686211098735,1686211098780,3
18,2,1686211098499,1686211098531,1686211098701,1686211098793,3
23,1,1686211098499,1686211098541,1686211098748,1686211098824,4
24,0,1686211098499,1686211098542,1686211098752,1686211098837,4
25,2,1686211098499,1686211098546,1686211098793,1686211098840,4
26,3,1686211098499,1686211098549,1686211098780,1686211098851,4
27,3,1686211098499,1686211098550,1686211098851,1686211098859,5
29,2,1686211098499,1686211098556,1686211098840,1686211098868,5
28,1,1686211098499,1686211098554,1686211098824,1686211098902,4
30,0,1686211098499,1686211098558,1686211098837,1686211098907,5
37,3,1686211098499,1686211098569,1686211098859,1686211098929,6
38,3,1686211098499,1686211098570,1686211098929,1686211098937,7
46,3,1686211098499,1686211098580,1686211098937,1686211098937,8
50,3,1686211098499,1686211098588,1686211098937,1686211098949,9
33,2,1686211098499,1686211098563,1686211098868,1686211098951,5
31,1,1686211098499,1686211098560,1686211098902,1686211098960,4
35,0,1686211098499,1686211098566,1686211098907,1686211098991,6
32,1,1686211098499,1686211098562,1686211098960,1686211099007,5
36,1,1686211098499,1686211098567,1686211099007,1686211099010,6
55,3,1686211098499,1686211098597,1686211098949,1686211099018,10
34,2,1686211098499,1686211098564,1686211098951,1686211099031,6
41,2,1686211098499,1686211098574,1686211099031,1686211099041,7
40,1,1686211098499,1686211098574,1686211099010,1686211099056,7
39,0,1686211098499,1686211098574,1686211098991,1686211099076,7
44,2,1686211098499,1686211098574,1686211099041,1686211099086,8
42,1,1686211098499,1686211098574,1686211099057,1686211099089,8
57,3,1686211098499,1686211098599,1686211099018,1686211099110,11
45,1,1686211098499,1686211098577,1686211099089,1686211099123,8
47,2,1686211098499,1686211098583,1686211099086,1686211099152,9
43,0,1686211098499,1686211098574,1686211099077,1686211099160,8
48,0,1686211098499,1686211098583,1686211099160,1686211099163,9
61,3,1686211098499,1686211098604,1686211099110,1686211099165,11
49,1,1686211098499,1686211098586,1686211099123,1686211099168,9
53,2,1686211098499,1686211098594,1686211099153,1686211099198,10
51,1,1686211098499,1686211098591,1686211099168,1686211099209,10
62,3,1686211098499,1686211098605,1686211099165,1686211099212,12
52,0,1686211098499,1686211098593,1686211099163,1686211099213,9
59,1,1686211098499,1686211098600,1686211099209,1686211099214,11
70,3,1686211098499,1686211098626,1686211099212,1686211099214,13
54,0,1686211098499,1686211098594,1686211099213,1686211099231,10
58,0,1686211098499,1686211098599,1686211099232,1686211099241,11
56,2,1686211098499,1686211098599,1686211099198,1686211099243,10
74,3,1686211098499,1686211098634,1686211099214,1686211099252,14
60,2,1686211098499,1686211098601,1686211099243,1686211099259,11
63,0,1686211098499,1686211098608,1686211099241,1686211099274,12
64,1,1686211098499,1686211098608,1686211099214,1686211099286,12
75,3,1686211098499,1686211098637,1686211099253,1686211099318,15
66,1,1686211098499,1686211098615,1686211099286,1686211099319,13
65,2,1686211098499,1686211098612,1686211099259,1686211099339,12
72,1,1686211098499,1686211098632,1686211099319,1686211099340,14
67,0,1686211098499,1686211098617,1686211099274,1686211099366,12
82,3,1686211098499,1686211098652,1686211099318,1686211099385,16
68,0,1686211098499,1686211098620,1686211099366,1686211099387,13
77,1,1686211098499,1686211098644,1686211099341,1686211099390,15
69,2,1686211098499,1686211098623,1686211099339,1686211099401,13
79,1,1686211098499,1686211098650,1686211099390,1686211099442,16
85,3,1686211098499,1686211098657,1686211099385,1686211099443,17
71,0,1686211098499,1686211098628,1686211099387,1686211099443,14
76,0,1686211098499,1686211098641,1686211099443,1686211099463,15
80,0,1686211098499,1686211098652,1686211099463,1686211099467,16
83,0,1686211098499,1686211098654,1686211099467,1686211099475,17
73,2,1686211098499,1686211098633,1686211099401,1686211099487,14
89,0,1686211098499,1686211098662,1686211099475,1686211099499,18
88,3,1686211098499,1686211098662,1686211099443,1686211099508,18
86,1,1686211098499,1686211098658,1686211099442,1686211099524,17
93,0,1686211098500,1686211098668,1686211099499,1686211099532,19
99,0,1686211098500,1686211098679,1686211099532,1686211099541,20
96,3,1686211098500,1686211098673,1686211099508,1686211099547,19
98,3,1686211098500,1686211098679,1686211099547,1686211099559,20
102,0,1686211098500,1686211098686,1686211099541,1686211099563,21
101,3,1686211098500,1686211098686,1686211099559,1686211099585,20
78,2,1686211098499,1686211098648,1686211099487,1686211099585,15
81,2,1686211098499,1686211098652,1686211099585,1686211099596,16
87,1,1686211098499,1686211098662,1686211099524,1686211099617,18
84,2,1686211098499,1686211098657,1686211099596,1686211099632,17
91,1,1686211098500,1686211098666,1686211099617,1686211099642,18
108,0,1686211098500,1686211098696,1686211099563,1686211099647,22
90,2,1686211098499,1686211098663,1686211099632,1686211099662,18
111,0,1686211098500,1686211098705,1686211099647,1686211099662,23
117,0,1686211098500,1686211098714,1686211099662,1686211099664,23
105,3,1686211098500,1686211098691,1686211099585,1686211099668,21
118,0,1686211098500,1686211098718,1686211099664,1686211099668,24
92,2,1686211098500,1686211098666,1686211099662,1686211099687,19
122,0,1686211098500,1686211098725,1686211099668,1686211099697,24
107,3,1686211098500,1686211098694,1686211099668,1686211099727,22
95,2,1686211098500,1686211098671,1686211099687,1686211099738,19
94,1,1686211098500,1686211098668,1686211099642,1686211099741,19
97,2,1686211098500,1686211098676,1686211099738,1686211099756,20
103,2,1686211098500,1686211098687,1686211099756,1686211099795,21
123,0,1686211098500,1686211098725,1686211099697,1686211099795,25
100,1,1686211098500,1686211098683,1686211099741,1686211099815,20
112,3,1686211098500,1686211098705,1686211099727,1686211099816,23
106,2,1686211098500,1686211098692,1686211099796,1686211099823,22
126,0,1686211098500,1686211098727,1686211099796,1686211099838,26
104,1,1686211098500,1686211098691,1686211099815,1686211099844,21
110,2,1686211098500,1686211098702,1686211099824,1686211099847,22
132,0,1686211098500,1686211098737,1686211099838,1686211099848,27
137,0,1686211098500,1686211098747,1686211099848,1686211099859,28
114,2,1686211098500,1686211098711,1686211099847,1686211099862,23
119,3,1686211098500,1686211098718,1686211099817,1686211099869,24
142,0,1686211098500,1686211098755,1686211099859,1686211099872,28
143,0,1686211098500,1686211098756,1686211099872,1686211099885,29
121,3,1686211098500,1686211098722,1686211099869,1686211099894,25
145,0,1686211098500,1686211098762,1686211099885,1686211099896,30
128,3,1686211098500,1686211098731,1686211099894,1686211099906,26
109,1,1686211098500,1686211098699,1686211099844,1686211099906,22
113,1,1686211098500,1686211098707,1686211099906,1686211099916,23
116,2,1686211098500,1686211098713,1686211099862,1686211099924,24
150,0,1686211098500,1686211098770,1686211099896,1686211099928,31
115,1,1686211098500,1686211098711,1686211099916,1686211099951,24
129,3,1686211098500,1686211098734,1686211099906,1686211099986,26
155,0,1686211098500,1686211098779,1686211099928,1686211099987,32
130,3,1686211098500,1686211098736,1686211099986,1686211100008,26
120,2,1686211098500,1686211098721,1686211099924,1686211100017,25
124,1,1686211098500,1686211098725,1686211099957,1686211100047,25
131,3,1686211098500,1686211098737,1686211100008,1686211100059,27
158,0,1686211098500,1686211098784,1686211099987,1686211100071,33
125,2,1686211098500,1686211098725,1686211100018,1686211100094,26
134,2,1686211098500,1686211098740,1686211100094,1686211100115,27
127,1,1686211098500,1686211098730,1686211100047,1686211100135,26
136,3,1686211098500,1686211098745,1686211100060,1686211100135,28
165,0,1686211098500,1686211098804,1686211100071,1686211100155,34
133,1,1686211098500,1686211098739,1686211100135,1686211100192,27
135,2,1686211098500,1686211098744,1686211100115,1686211100201,28
168,0,1686211098500,1686211098810,1686211100155,1686211100223,35
141,3,1686211098500,1686211098751,1686211100135,1686211100228,29
171,0,1686211098500,1686211098816,1686211100223,1686211100242,36
138,1,1686211098500,1686211098748,1686211100192,1686211100242,27
140,2,1686211098500,1686211098748,1686211100201,1686211100277,29
139,1,1686211098500,1686211098748,1686211100242,1686211100284,28
176,0,1686211098500,1686211098819,1686211100242,1686211100313,37
146,3,1686211098500,1686211098764,1686211100228,1686211100325,30
182,0,1686211098500,1686211098834,1686211100313,1686211100344,38
148,2,1686211098500,1686211098765,1686211100277,1686211100358,30
149,2,1686211098500,1686211098768,1686211100358,1686211100366,31
144,1,1686211098500,1686211098758,1686211100284,1686211100384,29
152,3,1686211098500,1686211098773,1686211100326,1686211100426,31
153,2,1686211098500,1686211098776,1686211100366,1686211100427,32
186,0,1686211098500,1686211098840,1686211100344,1686211100441,38
147,1,1686211098500,1686211098764,1686211100388,1686211100446,30
187,0,1686211098500,1686211098843,1686211100441,1686211100456,39
151,1,1686211098500,1686211098772,1686211100446,1686211100484,31
191,0,1686211098500,1686211098850,1686211100456,1686211100496,40
159,2,1686211098500,1686211098788,1686211100427,1686211100500,33
154,3,1686211098500,1686211098778,1686211100426,1686211100514,32
195,0,1686211098500,1686211098859,1686211100496,1686211100522,41
201,0,1686211098500,1686211098867,1686211100522,1686211100553,42
157,3,1686211098500,1686211098782,1686211100514,1686211100563,32
156,1,1686211098500,1686211098780,1686211100485,1686211100583,32
162,2,1686211098500,1686211098796,1686211100501,1686211100601,33
161,3,1686211098500,1686211098793,1686211100563,1686211100612,33
163,2,1686211098500,1686211098798,1686211100601,1686211100629,34
207,0,1686211098500,1686211098877,1686211100553,1686211100633,43
160,1,1686211098500,1686211098790,1686211100583,1686211100666,33
166,1,1686211098500,1686211098806,1686211100666,1686211100680,34
210,0,1686211098500,1686211098883,1686211100633,1686211100696,44
167,2,1686211098500,1686211098809,1686211100629,1686211100707,35
164,3,1686211098500,1686211098801,1686211100612,1686211100712,34
215,0,1686211098500,1686211098894,1686211100696,1686211100731,45
173,2,1686211098500,1686211098817,1686211100707,1686211100739,36
170,1,1686211098500,1686211098816,1686211100680,1686211100766,35
169,3,1686211098500,1686211098814,1686211100712,1686211100787,35
175,2,1686211098500,1686211098818,1686211100739,1686211100812,37
174,1,1686211098500,1686211098817,1686211100766,1686211100822,36
217,0,1686211098500,1686211098898,1686211100731,1686211100830,46
172,3,1686211098500,1686211098816,1686211100787,1686211100845,36
183,2,1686211098500,1686211098835,1686211100812,1686211100898,38
177,1,1686211098500,1686211098823,1686211100822,1686211100901,37
222,0,1686211098500,1686211098903,1686211100830,1686211100904,47
178,3,1686211098500,1686211098824,1686211100845,1686211100919,37
179,1,1686211098500,1686211098827,1686211100901,1686211100959,37
181,3,1686211098500,1686211098831,1686211100919,1686211100962,38
227,0,1686211098500,1686211098910,1686211100904,1686211100971,47
185,2,1686211098500,1686211098837,1686211100898,1686211100971,39
