Index,Variant,Region,Notes,Country code,Year,0 - 4,5 - 9,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 - 89,90 - 94,95 - 99,100+
0,Estimates,WORLD,,900,1950,"165,079,025","132434,68","125,525,728","116,591,362","108,741,605","97,102,999","82,439,299","81,410,869","73,704,409","63,956,306","54683,78","46,597,824","39,494,911","31,371,197","21,642,461","13,048,984","8,542,955",-,-,-,-
0,Estimates,WORLD,,900,1955,"195,677,813","153,436,107","129,842,187","123,492,701","114,006,435","106,021,361","94,340,189","79,390,291","78,415,971","70,090,686","60,932,068","50,315,698","42047,94","33,449,006","24,374,989","14,670,678","9,956,474",-,-,-,-
0,Estimates,WORLD,,900,1960,"210,011,098","183,567,482","150,924,118","127,604,541","121,241,915","111,249,154","103,325,471","91,576,391","76622,61","75,345,995","66,928,167","56,902,724","45,458,759","36,069,352","26,569,757","16,919,744","11,678,013",-,-,-,-
0,Estimates,WORLD,,900,1965,"233,715,042","198,716,012","180,632,621","148,797,461","125,268,554","118802,2","108,559,059","100,782,745","88,947,313","73,686,245","71,892,943","62,999,789","51,810,087","39,450,762","29,233,413","18,952,041","13,937,441",-,-,-,-
0,Estimates,WORLD,,900,1970,"254,165,126","223,611,911","196,102,433","178,527,198","146,649,593","122811,31","116,602,606","106,106,938","98339,15","86287,8","70,730,145","68,047,364","58,092,271","45,978,908","32,383,589","21,384,388","16,801,281",-,-,-,-
0,Estimates,WORLD,,900,1975,"264,880,839","244730,61","220,839,357","193,600,616","176,119,965","144,689,865","120615,88","114,631,528","103,717,092","95,865,831","83,584,108","67,237,511","62,964,612","51,828,793","37,893,446","23,781,172","19,898,917",-,-,-,-
0,Estimates,WORLD,,900,1980,"263903,17","255,471,576","242,326,283","218,554,431","191,152,621","173,824,154","143,297,795","118087,06","112,800,383","100,995,542","92,947,119","80,007,528","62,483,221","56,030,159","43,906,465","29,129,822","23,497,766",-,-,-,-
0,Estimates,WORLD,,900,1985,"284,129,366","255,085,083","253,470,686","240,834,316","216,756,513","189,448,268","171,957,837","141,409,241","116,098,671","110,127,312","97,933,631","88,954,833","74,733,537","56,110,301","47,867,569","33,545,339","28,539,513",-,-,-,-
0,Estimates,WORLD,,900,1990,"304,519,648","276,404,174","253,769,004","251,415,445","238715,9","214,849,259","187,602,037","169,949,553","139087,41","113,737,752","106,899,809","93,757,965","83,510,889","67,515,014","47,887,107","37,057,376","34,551,029",-,-,-,-
0,Estimates,WORLD,,900,1995,"302270,11","296,897,034","274681,05","252118,88","248,649,399","236,109,319","212,762,355","185,362,777","167,433,014","136553,16","110,953,587","102,881,407","88,347,665","76,065,131","58,224,237","37,436,572","24147,08","11,381,584","3,707,401","749,878","105,368"
0,Estimates,WORLD,,900,2000,"298928,19","295,347,982","295,265,154","273,377,735","250,015,101","246,126,033","233,389,322","209,962,431","182,486,378","164364,45","133,243,344","106,972,991","97,235,389","80,698,631","65,876,042","46449,94","25,790,027","13,678,474","4,822,127","1,058,382","146,168"
0,Estimates,WORLD,,900,2005,"300,745,976","292,421,313","293,579,324","293,966,862","271,407,434","247,101,499","242,485,276","229,761,072","206,454,662","179010,47","160,444,914","128,640,963","101,443,397","89,215,345","70,375,636","52,932,222","32,985,784","15,032,963","6,116,334","1493,37","215,922"
1,Estimates,More developed regions,a,901,1950,"39,892,945","33,598,165","35,914,031","33,627,461","35,999,436","33,761,593","26,998,686","31,786,904","29,863,316","26,303,115","23,196,665","19,690,055","17436,39","14,322,094","10,739,913","6,975,509","5,408,301",-,-,-,-
1,Estimates,More developed regions,a,901,1955,"42,381,976","39,649,213","33,695,495","35,804,586","33,515,159","35,783,186","33,622,228","26,674,367","31,449,138","28,934,556","26,063,048","22,184,697","18,617,818","15,762,551","11,932,571","7,973,389","6,340,767",-,-,-,-
1,Estimates,More developed regions,a,901,1960,"43,916,491","42,282,666","39,673,178","33559,13","35,687,876","33,295,199","35,572,085","33,356,263","26,395,424","30,952,171","28513,96","25,201,476","21,015,928","16,916,629","13,318,887","9,034,433","7,493,297",-,-,-,-
1,Estimates,More developed regions,a,901,1965,"43,645,048","43,859,444","42,320,215","39,768,601","33,749,419","35707,85","33,265,017","35,477,298","33,135,352","25,990,535","30,197,553","27,659,348","23,739,497","19,171,502","14,590,119","10,283,163","8,841,665",-,-,-,-
1,Estimates,More developed regions,a,901,1970,"40,399,312","43,692,062","44,010,054","42,410,578","39,792,064","33,604,975","35,601,684","33,043,319","35,142,012","32,619,874","25,410,068","29,201,126","26,240,963","21,988,712","16,719,586","11,437,472","10,621,135",-,-,-,-
1,Estimates,More developed regions,a,901,1975,"39,602,967","40,626,121","43,705,103","43,982,625","42,808,661","40,070,569","33,667,504","35,594,644","32,895,434","34,713,743","32,206,923","24,733,192","27,819,406","24,401,278","19,029,853","13,093,057","12,520,096",-,-,-,-
1,Estimates,More developed regions,a,901,1980,"38,282,819","39,683,485","40,803,404","43,786,126","44,299,185","43062,12","40,585,869","33,210,827","35,595,454","32,464,216","34,108,683","31,568,286","23,676,425","25,479,859","21,679,812","15,696,418","15,177,793",-,-,-,-
1,Estimates,More developed regions,a,901,1985,"38,303,281","38,264,939","40,012,926","41,325,576","44,368,974","44,715,314","43,244,769","40,525,237","33,198,955","35,087,899","31,961,411","33,263,836","30,272,024","22,145,813","23,099,307","17,603,332","17,803,649",-,-,-,-
1,Estimates,More developed regions,a,901,1990,"38,070,684","38,548,722","38733,4","40,529,006","41,687,577","44,861,115","45,385,755","43,605,532","40,382,088","32,981,267","34,579,548","31,230,101","32,182,364","28,363,045","20,172,144","19147,48","21,291,702",-,-,-,-
1,Estimates,More developed regions,a,901,1995,"34,748,183","38,447,993","39,152,479","39,453,085","41,174,383","42,463,049","45482,26","45,597,971","43,516,815","40,157,623","32725,75","33,789,832","30183,74","30,289,462","25661,71","16,914,768","13845,81","7,345,159","2606,8","570,141","82,931"
1,Estimates,More developed regions,a,901,2000,"32,208,395","35,156,751","39,144,559","40,081,013","40,351,351","42,181,982","43,225,115","45,798,938","45,524,936","43,189,745","39,717,235","32,091,687","32676,54","28,447,797","27,397,264","21,872,269","12,712,825","8,500,302","3,328,448","775,834","111,782"
1,Estimates,More developed regions,a,901,2005,"32,187,241","32,515,313","35,612,112","39,909,056","41,060,992","41,273,775","42,886,725","43,598,553","45,824,956","45,306,745","42,750,845","38,869,119","31183,58","30,840,259","25,968,094","23,375,557","16,870,805","8,234,263","4,113,175","1,089,376","159,856"
2,Estimates,Less developed regions,b,902,1950,"125186,08","98,836,515","89,611,697","82,963,901","72,742,169","63,341,406","55,440,613","49,623,965","43,841,093","37,653,191","31,487,115","26,907,769","22,058,521","17,049,103","10,902,548","6,073,475","3,134,654",-,-,-,-
2,Estimates,Less developed regions,b,902,1955,"153,295,837","113,786,894","96,146,692","87,688,115","80,491,276","70,238,175","60,717,961","52,715,924","46,966,833","41156,13","34869,02","28,131,001","23,430,122","17,686,455","12,442,418","6,697,289","3,615,707",-,-,-,-
2,Estimates,Less developed regions,b,902,1960,"166,094,607","141,284,816","111250,94","94,045,411","85,554,039","77,953,955","67,753,386","58,220,128","50,227,186","44,393,824","38,414,207","31,701,248","24,442,831","19,152,723","13250,87","7,885,311","4,184,716",-,-,-,-
2,Estimates,Less developed regions,b,902,1965,"190,069,994","154,856,568","138,312,406","109028,86","91,519,135","83094,35","75,294,042","65,305,447","55,811,961","47695,71","41695,39","35,340,441","28070,59","20279,26","14,643,294","8,668,878","5,095,776",-,-,-,-
2,Estimates,Less developed regions,b,902,1970,"213,765,814","179,919,849","152,092,379","136116,62","106,857,529","89,206,335","81,000,922","73,063,619","63,197,138","53,667,926","45,320,077","38,846,238","31,851,308","23,990,196","15,664,003","9,946,916","6,180,146",-,-,-,-
2,Estimates,Less developed regions,b,902,1975,"225,277,872","204,104,489","177,134,254","149,617,991","133,311,304","104,619,296","86,948,376","79,036,884","70,821,658","61,152,088","51,377,185","42,504,319","35,145,206","27,427,515","18,863,593","10,688,115","7,378,821",-,-,-,-
2,Estimates,Less developed regions,b,902,1980,"225,620,351","215,788,091","201,522,879","174,768,305","146,853,436","130,762,034","102,711,926","84,876,233","77,204,929","68,531,326","58,838,436","48,439,242","38,806,796","30550,3","22,226,653","13,433,404","8,319,973",-,-,-,-
2,Estimates,Less developed regions,b,902,1985,"245,826,085","216,820,144","213457,76","199508,74","172,387,539","144,732,954","128,713,068","100,884,004","82,899,716","75,039,413","65972,22","55,690,997","44,461,513","33,964,488","24,768,262","15,942,007","10,735,864",-,-,-,-
2,Estimates,Less developed regions,b,902,1990,"266,448,964","237,855,452","215,035,604","210,886,439","197,028,323","169,988,144","142,216,282","126,344,021","98,705,322","80,756,485","72,320,261","62,527,864","51,328,525","39,151,969","27,714,963","17,909,896","13,259,327",-,-,-,-
2,Estimates,Less developed regions,b,902,1995,"267,521,927","258,449,041","235,528,571","212,665,795","207,475,016","193646,27","167,280,095","139,764,806","123,916,199","96,395,537","78,227,837","69,091,575","58,163,925","45,775,669","32,562,527","20,521,804","10301,27","4,036,425","1,100,601","179,737","22,437"
2,Estimates,Less developed regions,b,902,2000,"266,719,795","260,191,231","256,120,595","233,296,722","209663,75","203,944,051","190,164,207","164,163,493","136,961,442","121,174,705","93,526,109","74,881,304","64,558,849","52,250,834","38,478,778","24,577,671","13,077,202","5,178,172","1,493,679","282,548","34,386"
2,Estimates,Less developed regions,b,902,2005,"268,558,735",259906,"257,967,212","254,057,806","230,346,442","205,827,724","199,598,551","186,162,519","160,629,706","133,703,725","117,694,069","89,771,844","70,259,817","58,375,086","44,407,542","29,556,665","16,114,979","6798,7","2,003,159","403,994","56,066"
3,Estimates,Least developed countries,c,941,1950,"16,712,035","13,144,773","11,276,146","9864,31","8,636,051","7,432,827","6,414,724","5,536,263","4,887,558","3993,11","3,356,982","2,752,663","2,187,234","1,620,861","1,075,385","604,464","313,434",-,-,-,-
3,Estimates,Least developed countries,c,941,1955,"19,022,187","14,629,472","12,606,832","10,870,661","9,429,905","8,184,308","6999,53","5,999,983","5148,91","4520,84","3,648,185","2,984,597","2,333,586","1710,91","1,123,392","618,986","341,619",-,-,-,-
3,Estimates,Least developed countries,c,941,1960,"21,486,331","16,881,699","14,085,352","12,194,691","10,433,913","8,978,678","7,747,624","6584,21","5614,18","4,793,515","4,157,647","3270,26","2556,95","1,852,838","1,210,648","665,443","368,261",-,-,-,-
3,Estimates,Least developed countries,c,941,1965,"24,432,293","19,267,869","16296,9","13,653,046","11724,2","9,949,933","8,518,181","7,310,991","6,184,484","5,246,951","4,427,885","3,746,458","2,824,625","2,055,045","1,333,652","734,794","405,598",-,-,-,-
3,Estimates,Least developed countries,c,941,1970,"27,833,976","22,176,345","18,698,878","15,863,952","13,182,614","11,241,164","9,495,328","8,089,887","6,910,359","5,816,276","4,880,912","4,025,903","3,268,908","2,304,214","1,508,294","831,051","460,316",-,-,-,-
3,Estimates,Least developed countries,c,941,1975,"31,411,909","25,391,902","21,503,303","18,156,149","15280,12","12,633,606","10,718,545","9,003,523","7,638,303","6,493,611","5,403,687","4,439,719","3522,81","2,683,114","1,711,181","964,694","542,631",-,-,-,-
3,Estimates,Least developed countries,c,941,1980,"35,222,374","28,797,467","24588,47","20895,81",17547,"14,676,507","12,082,956","10,203,946","8,507,608","7,196,444","6,058,481","4,933,565","3,908,444","2,919,454","2012,13","1,097,549","630,246",-,-,-,-
3,Estimates,Least developed countries,c,941,1985,"40,275,826","32,429,376","27,919,189","23,885,527","20,154,746","16,825,403","14006,63","11,493,527","9,657,532","8029,65","6,709,464","5,560,315","4360,91","3,267,267","2,212,948","1308,64","748,401",-,-,-,-
3,Estimates,Least developed countries,c,941,1990,"44,815,128","37,566,811","31,684,632","27,277,352","23,163,133","19,415,726","16,143,094","13,398,013","10,953,881","9,163,736","7551,65","6,198,016","4,976,835","3,690,911","2,514,057","1,467,641","893,266",-,-,-,-
3,Estimates,Least developed countries,c,941,1995,"50,094,143","42,255,671","36,856,443","31,174,481","26721,09","22,440,864","18,725,579","15,543,386","12,875,742","10,497,574","8,718,802",7068,"5,626,158","4,286,638","2905,85","1,714,326","756,327","243,955","49,925","6,542",531
3,Estimates,Least developed countries,c,941,2000,"53,943,507","47,256,338","41,462,837","36,263,258","30,423,469","25,631,674","21,220,787","17,686,247","14,714,286","12,207,968","9,905,511","8,115,667","6,398,739","4839,79","3,378,116","1992,35","944,953","305,543","67,139","8,819",731
3,Estimates,Least developed countries,c,941,2005,"58,901,945","51,278,956","46,488,083","40,962,574","35620,06","29,395,749","24,313,637","20,025,409","16,738,657","13,968,492","11,561,115","9,272,439","7,406,867","5,563,587","3,868,598","2,360,581","1,122,911","392,202","86,435","12,145","1,021"
4,Estimates,Other less developed countries (excluding least developed countries),,934,1950,"108,474,045","85,691,742","78,335,551","73,099,591","64,106,118","55,908,579","49,025,889","44,087,702","38,953,535","33,660,081","28,130,133","24,155,106","19,871,287","15,428,242","9,827,163","5,469,011","2821,22",-,-,-,-
4,Estimates,Other less developed countries (excluding least developed countries),,934,1955,"134273,65","99,157,422","83539,86","76,817,454","71,061,371","62,053,867","53,718,431","46,715,941","41,817,923","36635,29","31,220,835","25,146,404","21,096,536","15,975,545","11,319,026","6,078,303","3,274,088",-,-,-,-
4,Estimates,Other less developed countries (excluding least developed countries),,934,1960,"144,608,276","124,403,117","97,165,588","81850,72","75,120,126","68,975,277","60,005,762","51,635,918","44,613,006","39,600,309","34256,56","28,430,988","21,885,881","17,299,885","12,040,222","7,219,868","3,816,455",-,-,-,-
4,Estimates,Other less developed countries (excluding least developed countries),,934,1965,"165,637,701","135,588,699","122,015,506","95,375,814","79,794,935","73,144,417","66,775,861","57,994,456","49,627,477","42,448,759","37,267,505","31,593,983","25,245,965","18,224,215","13,309,642","7,934,084","4,690,178",-,-,-,-
4,Estimates,Other less developed countries (excluding least developed countries),,934,1970,"185,931,838","157,743,504","133,393,501","120,252,668","93,674,915","77,965,171","71,505,594","64,973,732","56,286,779","47851,65","40,439,165","34,820,335","28582,4","21,685,982","14,155,709","9,115,865","5719,83",-,-,-,-
4,Estimates,Other less developed countries (excluding least developed countries),,934,1975,"193,865,963","178,712,587","155,630,951","131,461,842","118,031,184","91985,69","76,229,831","70,033,361","63,183,355","54,658,477","45,973,498","38064,6","31,622,396","24,744,401","17,152,412","9,723,421","6836,19",-,-,-,-
4,Estimates,Other less developed countries (excluding least developed countries),,934,1980,"190,397,977","186,990,624","176,934,409","153,872,495","129,306,436","116,085,527","90628,97","74,672,287","68,697,321","61,334,882","52,779,955","43,505,677","34,898,352","27,630,846","20,214,523","12,335,855","7,689,727",-,-,-,-
4,Estimates,Other less developed countries (excluding least developed countries),,934,1985,"205,550,259","184,390,768","185,538,571","175,623,213","152,232,793","127,907,551","114,706,438","89,390,477","73,242,184","67,009,763","59,262,756","50,130,682","40,100,603","30,697,221","22,555,314","14,633,367","9,987,463",-,-,-,-
4,Estimates,Other less developed countries (excluding least developed countries),,934,1990,"221,633,836","200,288,641","183,350,972","183,609,087","173865,19","150,572,418","126,073,188","112,946,008","87,751,441","71,592,749","64,768,611","56,329,848","46351,69","35,461,058","25,200,906","16,442,255","12,366,061",-,-,-,-
4,Estimates,Other less developed countries (excluding least developed countries),,934,1995,"217,427,784","216193,37","198,672,128","181,491,314","180,753,926","171,205,406","148,554,516","124221,42","111,040,457","85,897,963","69,509,035","62,023,575","52,537,767","41,489,031","29,656,677","18,807,478","9,544,943","3792,47","1,050,676","173,195","21,906"
4,Estimates,Other less developed countries (excluding least developed countries),,934,2000,"212,776,288","212,934,893","214,657,758","197,033,464","179,240,281","178,312,377","168943,42","146,477,246","122,247,156","108,966,737","83,620,598","66,765,637","58160,11","47,411,044","35,100,662","22,585,321","12,132,249","4,872,629","1426,54","273,729","33,655"
4,Estimates,Other less developed countries (excluding least developed countries),,934,2005,"209656,79","208,627,044","211,479,129","213,095,232","194,726,382","176,431,975","175,284,914","166137,11","143,891,049","119,735,233","106,132,954","80,499,405","62852,95","52,811,499","40,538,944","27,196,084","14,992,068","6,406,498","1,916,724","391,849","55,045"
5,Estimates,"Less developed regions, excluding China",,948,1950,"89,240,997","71,847,027","64902,02","57,463,596","50,517,467","42,692,324","36,507,752","32,404,307","28,017,659","23,377,319","19,963,234","16,203,582","13,402,878","10157,91","6,724,955","3,778,555","2,042,536",-,-,-,-
5,Estimates,"Less developed regions, excluding China",,948,1955,"103,899,883","80,586,873","69,829,463","63,411,133","55,836,892","48,792,304","40,966,948","34822,03","30,847,141","26,479,569","21,892,127","18,153,674","14,262,343","10,764,885","7,467,744","4,136,772","2348,07",-,-,-,-
5,Estimates,"Less developed regions, excluding China",,948,1960,"120,176,851","95,294,934","78,618,068","68,278,389","61759,67","54,121,765","47,018,686","39,281,784","33,260,979","29266,38","24,868,461","20,066,578","16,041,219","11,654,771","8108,57","4,720,225","2,690,537",-,-,-,-
5,Estimates,"Less developed regions, excluding China",,948,1965,"135,233,112","111,508,723","93,240,784","76,817,485","66,318,291","59,761,989","52,205,695","45,199,025","37,592,585","31,577,781","27,559,858","22,989,396","17,888,153","13495,77","8,927,932","5,278,701","3,197,523",-,-,-,-
5,Estimates,"Less developed regions, excluding China",,948,1970,"149,216,746","126,547,436","109,296,866","91,575,732","74,916,663","64,371,447","57,869,289","50,421,527","43,469,822","35961,25","29,919,082","25,629,321","20,670,309","15,254,215","10,419,296","5,939,489","3,820,565",-,-,-,-
5,Estimates,"Less developed regions, excluding China",,948,1975,"163,691,492","140,677,939","124272,52","107,272,215","89,300,885","72,902,114","62,415,752","56,067,485","48,600,002","41,810,877","34,244,286","27,930,415","23,019,791","17,656,325","11,837,205","7,054,273","4428,59",-,-,-,-
5,Estimates,"Less developed regions, excluding China",,948,1980,"177,106,041","155,263,225","138,334,913","122,203,737","104,908,677","87,222,141","71,041,013","60,471,794","54,286,651","46,765,828","39,970,041","32,054,116","25394,86","19,934,376","13,962,994","8,213,161","5416,91",-,-,-,-
5,Estimates,"Less developed regions, excluding China",,948,1985,"196,799,762","168,890,399","153,056,226","136,424,895","119,996,188","102,981,071","85,412,567","69,438,877","58,747,995","52,463,275","44,723,288","37571,83","29,143,072","21938,66","15,942,863","9,901,936","6,707,394",-,-,-,-
5,Estimates,"Less developed regions, excluding China",,948,1990,"209781,6","188,999,753","166,862,471","151,018,413","134055,58","117,917,361","100,943,714","83,491,692","67,549,282","56,958,973","50,269,665","42,142,627","34,391,885","25,375,155","17,742,379","11487,49","8,144,917",-,-,-,-
5,Estimates,"Less developed regions, excluding China",,948,1995,"218549,84","202,283,384","186,787,753","164643,34","147,893,887","131,024,825","115,517,356","98,779,812","81,449,215","65,653,291","54,930,681","47,774,911","38899,34","30,354,799","20846,13","13,004,133","6,590,434","2,493,348","667,105","121,069","14,758"
5,Estimates,"Less developed regions, excluding China",,948,2000,"221,367,457","211,528,599","200,070,008","184,696,384","161,881,458","144,698,264","127,898,703","112,737,158","96,321,935","79,222,667","63,366,208","52,286,886","44,313,787","34,575,214","25,193,484","15,538,642","8,198,623","3,294,967","924,073","173,884","23,297"
5,Estimates,"Less developed regions, excluding China",,948,2005,"228,452,739","214,785,278","209391,07","198,141,964","181958,55","158,309,315","140,664,895","124,251,929","109,582,256","93,509,027","76,458,942","60,433,457","48,695,401","39,672,294","29,008,533","19,092,859","10,049,512","4,221,753","1,272,474","254,441","35,772"
6,Estimates,Sub-Saharan Africa,,947,1950,"15,456,914","12125,26","10,415,264","9,100,894","7,889,015","6,809,776","5,874,156","4,970,757","4,221,007","3,577,253","3,033,754","2,514,528","1,985,084","1,461,208","958,983","531,128","285,496",-,-,-,-
6,Estimates,Sub-Saharan Africa,,947,1955,"17,735,182","13,571,885","11,630,741","10,076,985","8,764,371","7,542,435","6,468,019","5,539,771","4,656,014","3,930,887","3295,47","2,725,628","2,162,624","1581,75","1,034,916","569,598","314,945",-,-,-,-
6,Estimates,Sub-Saharan Africa,,947,1960,"20,165,721","15757,65","13,061,205","11,282,535","9,733,255","8,408,008","7,190,609","6,124,289","5,213,704","4,358,653","3,642,092","2,980,753","2,365,479","1,746,062","1,142,465","632,108","353,492",-,-,-,-
6,Estimates,Sub-Saharan Africa,,947,1965,"23,091,928","18,153,087","15,236,456","12,685,476","10,904,515","9,344,682","8,028,927","6,825,023","5,780,764","4,894,683","4,048,273","3,314,978","2,608,828","1,934,029","1,283,789","716,335","405,755",-,-,-,-
6,Estimates,Sub-Saharan Africa,,947,1970,"26,553,128","20983,89","17,580,463","14,842,189","12,297,715","10,512,898","8,962,646","7,657,563","6,474,534","5,451,062","4,568,975","3,697,234","2,912,002","2,145,188","1,432,979","811,435","458,895",-,-,-,-
6,Estimates,Sub-Saharan Africa,,947,1975,"30,651,847","24,325,204","20,362,157","17,126,164","14,397,561","11,889,701","10,107,272","8,561,582","7,279,906","6,118,452","5,097,259","4,184,654","3,265,357","2,418,021","1,614,273","933,883","542,131",-,-,-,-
6,Estimates,Sub-Saharan Africa,,947,1980,"35,365,609","28,318,551","23,666,072","19,907,011","16,720,515","14,004,904","11,510,178","9,725,325","8181,31","6,919,576","5762,56","4,705,904","3,732,281","2,744,858","1,846,034","1,064,459","631,79",-,-,-,-
6,Estimates,Sub-Saharan Africa,,947,1985,"41,016,756","32,871,089","27,631,767","23,185,884","19,413,349","16,220,904","13,528,898","11,070,527","9,311,633","7,798,384","6,531,971","5,344,901","4,222,753","3,162,824","2111,52","1,224,266","735,482",-,-,-,-
6,Estimates,Sub-Saharan Africa,,947,1990,"46,381,235","38,357,844","32,172,641","27,092,634","22,609,799","18,823,316","15,658,537","13,012,471","10,599,827","8872,35","7369,77","6,068,652","4,818,712","3,605,854","2,459,509","1,423,445","860,435",-,-,-,-
6,Estimates,Sub-Saharan Africa,,947,1995,"51,439,171","43,311,091","37,336,326","31496,05","26,478,917","21,803,104","18020,88","14,977,136","12,436,037","10,104,389","8,395,637","6,864,392","5,482,772","4,125,607","2,821,314","1,672,413","725,002","230,833","49,524","6,729",557
6,Estimates,Sub-Saharan Africa,,947,2000,"56,324,202","48,234,084","42,403,007","36,723,485","30,664,093","25,035,023","20,186,285","16,706,967","13,989,996","11,693,342","9,496,044","7,801,312","6,214,198","4,720,492","3256,43","1943,01","929,914","296,672","64,624","8,798",736
6,Estimates,Sub-Saharan Africa,,947,2005,"61,748,262","52839,38","47,057,161","41,656,983","35,729,718","28,816,225","22,641,652","18,132,316","15,190,905","12,907,433","10,866,243","8,782,085","7,059,923","5368,18","3753,27","2,267,841","1,094,812","387,184","84,475","11,77",982
7,Estimates,AFRICA,,903,1950,"19,054,698","14,946,666","12914,31","11,330,101","9833,99","8,476,512","7298,54","6,189,275","5255,26","4,458,863","3,779,918","3,141,543","2,479,638","1,828,334","1,208,451","673,547","354,358",-,-,-,-
7,Estimates,AFRICA,,903,1955,"21,929,865","16,865,766","14,376,482","12,515,271","10,914,959","9,406,067","8,060,721","6,897,367","5,813,332","4,908,228","4117,7","3,404,905","2,708,171","1,980,337","1,309,625","708,316","387,799",-,-,-,-
7,Estimates,AFRICA,,903,1960,"24,974,602","19,612,012","16,278,236","13,917,686","12,064,945","10,455,708","8,967,716","7,631,277","6,492,733","5,441,991","4,546,363","3,723,175","2,956,968","2192,67","1450,74","797,511","430,454",-,-,-,-
7,Estimates,AFRICA,,903,1965,"28,579,336","22,683,878","19,042,421","15,679,173","13,317,901","11,514,224","9,958,864","8,487,611","7,171,208","6,055,999","5,023,138","4,168,303","3,304,727","2,472,652","1,654,033","931,222","535,183",-,-,-,-
7,Estimates,AFRICA,,903,1970,"32,463,761","26,104,953","22,040,936","18,553,239","15,140,273","12,792,561","11,041,544","9,559,939","8,078,286","6,754,605","5,672,946","4,625,549","3,746,558","2,783,649","1,901,647","1,072,716","671,769",-,-,-,-
7,Estimates,AFRICA,,903,1975,"37479,24","29,904,136","25314,95","21,389,746","17,921,099","14,593,268","12,258,993","10,593,756","9,120,848","7,676,837","6,354,719","5,211,588","4,084,653","3115,58","2,098,782","1,240,057","748,288",-,-,-,-
7,Estimates,AFRICA,,903,1980,"42,837,148","34,707,915","29,075,057","24,686,465","20,864,545","17,425,646","14101,92","11,762,022","10,219,326","8,706,352","7,322,226","5,877,318","4,694,628","3,496,972","2,400,824","1,417,243","870,576",-,-,-,-
7,Estimates,AFRICA,,903,1985,"49,350,096","40,132,394","33,968,228","28,552,272","24,093,841","20,202,542","16868,5","13,652,184","11,320,897","9,799,777","8,261,595","6,821,724","5,298,458","4,003,622","2,713,172","1,608,802","1,002,856",-,-,-,-
7,Estimates,AFRICA,,903,1990,"54836,12","46,523,493","39,380,264","33,267,624","27,755,429","23,389,816","19,583,561","16,303,044","13,145,605","10,855,007","9,315,861","7,714,532","6,190,174","4,559,857","3,149,046","1,854,457","1169,57",-,-,-,-
7,Estimates,AFRICA,,903,1995,"59,440,043","51643,78","45,455,687","38,552,725","32,396,068","26,807,965","22,553,449","18,867,134","15,695,398","12,623,023","10,331,612","8,722,879","7,019,751","5,358,362","3,616,598","2,176,447","970,414","319,356","69,098","9,422",776
7,Estimates,AFRICA,,903,2000,"64,100,783","56,163,624","50,702,842","44,774,179","37,571,254","30800,79","25,098,349","21,178,065","17,839,363","14,909,388","11,954,865","9,660,968","7,964,049","6,113,162","4,295,541","2,534,889","1,232,058","402,337","89,392","12,037","1,009"
7,Estimates,AFRICA,,903,2005,"70046,15","60,562,593","54,961,103","49,897,295","43,663,939","35,599,969","28,314,669","22,985,942","19619,91","16,709,853","14,015,049","11,155,381","8,821,277","6,968,417","4,943,235","3,055,994","1,457,985","520,755","114,501","15,978","1,304"
8,Estimates,Eastern Africa,1,910,1950,"5,852,428","4,485,054","3804,39","3,326,092","2,858,669","2436,77","2082,03","1,743,922","1,463,443","1,248,993","1,025,226","836,863","665,619","497,058","321,887","177,804","87,793",-,-,-,-
8,Estimates,Eastern Africa,1,910,1955,"6,739,152","5,117,654","4,275,188","3666,23","3,192,482","2,724,677","2,304,936","1,954,607","1626,09","1,357,638","1,146,339","918,036","716,506","528,872","349,624","189,32","99,438",-,-,-,-
8,Estimates,Eastern Africa,1,910,1960,"7681,49","5,979,972","4,901,614","4,133,132","3,530,362","3,054,849","2,589,784","2,175,393","1,833,264","1,517,209","1,253,891","1,034,447","794,926","578,406","381,041","212,643","112,032",-,-,-,-
8,Estimates,Eastern Africa,1,910,1965,"8,877,198","6,928,827","5,758,142","4,756,579","3,991,348","3,388,069","2,915,945","2456,96","2052,02","1,720,885","1,410,331","1,141,137","906,063","652,507","426,813","239,692","130,946",-,-,-,-
8,Estimates,Eastern Africa,1,910,1970,"10,290,727","8,100,195","6710,58","5,604,849","4608,07","3847,21","3,248,856","2,781,189","2,332,872","1937,61","1,610,254","1,293,295","1,009,282","753,396","490,936","275,518","153,685",-,-,-,-
8,Estimates,Eastern Africa,1,910,1975,"11,939,933","9,450,508","7,850,893","6527,67","5,425,052","4433,87","3683,39","3098,13","2,641,436","2,204,523","1,815,515","1,479,971","1,149,234","845,759","573,163","322,218","181,174",-,-,-,-
8,Estimates,Eastern Africa,1,910,1980,"13,775,705","11,028,246","9,151,915","7,631,711","6,345,089","5,255,358","4,278,701","3,533,882","2,948,542","2,502,566","2,073,464","1,679,326","1,326,924","974,649","654,476","385,536","220,619",-,-,-,-
8,Estimates,Eastern Africa,1,910,1985,"15880,22","12,804,901","10,730,127","8,944,365","7,433,102","6,156,499","5,079,073","4112,79","3,377,648","2,806,821","2,360,417","1923,94","1,507,757","1,127,135","752,66","436,072","264,165",-,-,-,-
